NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0006091	GO:0006091		24	0.56891686	1.5609504	0.025185185	0.07361174	0.986	487	tags=54%, list=22%, signal=69%	
GO:0051287	GO:0051287		23	0.5629324	1.5504227	0.031437125	0.07940047	0.99	595	tags=57%, list=27%, signal=76%	
GO:0016829	GO:0016829		70	0.44812074	1.5459775	0.014492754	0.08078629	0.991	533	tags=49%, list=24%, signal=62%	
GO:1901565	GO:1901565		24	0.5449566	1.5418639	0.035168197	0.082140505	0.994	250	tags=33%, list=11%, signal=37%	
GO:0008324	GO:0008324		39	0.49756098	1.540778	0.01724138	0.081045695	0.995	119	tags=15%, list=5%, signal=16%	
GO:0015075	GO:0015075		37	0.4984946	1.530318	0.02877698	0.08622745	0.997	328	tags=22%, list=15%, signal=25%	
GO:0009084	GO:0009084		21	0.5605051	1.5296644	0.033587787	0.08499707	0.997	507	tags=67%, list=23%, signal=86%	
GO:0098704	GO:0098704		18	0.5981996	1.5295306	0.02764977	0.08342485	0.997	130	tags=28%, list=6%, signal=29%	
GO:0043167	GO:0043167		111	0.40785557	1.5079232	0.0085574575	0.09781298	0.998	380	tags=27%, list=17%, signal=31%	
GO:0006807	GO:0006807		254	0.3787119	1.5026969	0.0010989011	0.10007656	0.999	451	tags=31%, list=20%, signal=34%	
GO:0070279	GO:0070279		25	0.51337826	1.486406	0.057722308	0.11117332	1.0	307	tags=28%, list=14%, signal=32%	
GO:0016301	GO:0016301		89	0.41124755	1.4820592	0.010126582	0.112795584	1.0	345	tags=25%, list=16%, signal=28%	
GO:0009067	GO:0009067		15	0.5870027	1.4752667	0.047393367	0.11639922	1.0	485	tags=53%, list=22%, signal=68%	
GO:0009064	GO:0009064		39	0.47477552	1.4623544	0.031473532	0.1262617	1.0	533	tags=49%, list=24%, signal=63%	
GO:0043168	GO:0043168		108	0.4019218	1.4609383	0.01992528	0.12543584	1.0	380	tags=26%, list=17%, signal=30%	
GO:0016830	GO:0016830		23	0.517877	1.4587893	0.049773756	0.124904156	1.0	505	tags=52%, list=23%, signal=67%	
GO:0008643	GO:0008643		21	0.5355402	1.4566592	0.05801527	0.12493729	1.0	102	tags=19%, list=5%, signal=20%	
GO:0030170	GO:0030170		25	0.51337826	1.4546845	0.056145675	0.12446509	1.0	307	tags=28%, list=14%, signal=32%	
GO:0006811	GO:0006811		55	0.4419465	1.4487352	0.035135135	0.12814783	1.0	350	tags=24%, list=16%, signal=27%	
GO:0006525	GO:0006525		20	0.53549415	1.445225	0.057877813	0.12938067	1.0	507	tags=55%, list=23%, signal=71%	
GO:0006812	GO:0006812		48	0.4466704	1.4390142	0.046089385	0.13352896	1.0	119	tags=13%, list=5%, signal=13%	
GO:0016053	GO:0016053		106	0.39200383	1.4341854	0.018115941	0.1360646	1.0	432	tags=35%, list=19%, signal=41%	
GO:0032787	GO:0032787		56	0.4313991	1.4324663	0.042062417	0.1355206	1.0	487	tags=36%, list=22%, signal=45%	
GO:0016775	GO:0016775		16	0.56014764	1.4287361	0.07188498	0.1370108	1.0	371	tags=31%, list=17%, signal=37%	
GO:0098655	GO:0098655		37	0.47060788	1.4267808	0.06861314	0.13699767	1.0	108	tags=14%, list=5%, signal=14%	
GO:0043169	GO:0043169		294	0.35069814	1.4093405	0.008602151	0.153637	1.0	492	tags=29%, list=22%, signal=33%	
GO:0044281	GO:0044281		148	0.37312266	1.4075422	0.013904982	0.15327385	1.0	404	tags=32%, list=18%, signal=36%	
GO:0046872	GO:0046872		292	0.34470084	1.3811692	0.0063829785	0.18126412	1.0	492	tags=29%, list=22%, signal=32%	
GO:0042221	GO:0042221		19	0.52553135	1.3783239	0.10291859	0.18214992	1.0	312	tags=32%, list=14%, signal=36%	
GO:0022804	GO:0022804		81	0.39199692	1.3750684	0.046692606	0.18345964	1.0	350	tags=25%, list=16%, signal=28%	
GO:0046914	GO:0046914		87	0.38361263	1.3698678	0.058301646	0.18709214	1.0	481	tags=32%, list=22%, signal=39%	
GO:1901566	GO:1901566		170	0.35764977	1.3646419	0.020501139	0.19121054	1.0	451	tags=31%, list=20%, signal=35%	
GO:0071702	GO:0071702		61	0.41268802	1.3614215	0.066062175	0.19279487	1.0	327	tags=26%, list=15%, signal=30%	
GO:0030001	GO:0030001		58	0.40851146	1.3532089	0.07250342	0.20065562	1.0	697	tags=47%, list=31%, signal=66%	
GO:0022890	GO:0022890		22	0.49165908	1.3467875	0.11664075	0.20658876	1.0	119	tags=14%, list=5%, signal=14%	
GO:0005488	GO:0005488		95	0.3752812	1.3438983	0.07323232	0.20751768	1.0	380	tags=26%, list=17%, signal=30%	
GO:0006355	GO:0006355		97	0.3635538	1.3042923	0.071788415	0.26135194	1.0	336	tags=22%, list=15%, signal=24%	
GO:0015675	GO:0015675		25	0.45173165	1.3014714	0.1387632	0.26244378	1.0	662	tags=52%, list=30%, signal=73%	
GO:0050661	GO:0050661		18	0.505239	1.2954028	0.13987139	0.26842293	1.0	427	tags=33%, list=19%, signal=41%	
GO:0016310	GO:0016310		85	0.36863717	1.2945884	0.0931436	0.26658136	1.0	371	tags=24%, list=17%, signal=27%	
GO:0016772	GO:0016772		147	0.34134126	1.2940513	0.06175772	0.26423967	1.0	198	tags=14%, list=9%, signal=14%	
GO:2001141	GO:2001141		98	0.35923883	1.2920504	0.0955335	0.26419476	1.0	336	tags=21%, list=15%, signal=24%	
GO:0032196	GO:0032196		17	0.49276257	1.2848904	0.18646865	0.27248508	1.0	545	tags=35%, list=25%, signal=46%	
GO:0000041	GO:0000041		34	0.41406795	1.2708441	0.14634146	0.29258153	1.0	662	tags=50%, list=30%, signal=70%	
GO:0043648	GO:0043648		22	0.46168798	1.2682723	0.1584	0.2935829	1.0	265	tags=23%, list=12%, signal=26%	
GO:0097367	GO:0097367		15	0.5131228	1.2657008	0.17721519	0.2946474	1.0	302	tags=27%, list=14%, signal=31%	
GO:0034220	GO:0034220		46	0.3899363	1.2588536	0.156	0.30306122	1.0	108	tags=11%, list=5%, signal=11%	
GO:1901681	GO:1901681		16	0.49395943	1.2577361	0.20095694	0.30139711	1.0	505	tags=50%, list=23%, signal=64%	
GO:0000096	GO:0000096		16	0.4805166	1.2476329	0.20418006	0.31510344	1.0	426	tags=44%, list=19%, signal=54%	
GO:0015144	GO:0015144		15	0.49037957	1.2437091	0.19837399	0.31911105	1.0	313	tags=33%, list=14%, signal=39%	
GO:0000287	GO:0000287		52	0.379932	1.2420008	0.1696065	0.31853056	1.0	343	tags=25%, list=15%, signal=29%	
