uniprot_quickGO	Description	HS1	HS2	HS3	A21	A22	B51	B52	C11	C12
A0A0H2VH18	F1613_RS10940	1842	2099	2158	2409	2977	1720	3371	1807	1900
A0A0H2VH21	blaR1	33108	57035	35788	8382	7493	8846	4886	9138	4168
A0A0H2VH23	F1613_RS03850	213	473	346	801	958	852	461	626	755
A0A0H2VH24	F1613_RS11000	5083	2822	5153	4340	4177	4030	4297	3060	3011
A0A0H2VH25	fabF	15411	13595	14813	17544	15507	23485	5733	19899	27293
A0A0H2VH26	F1613_RS11025	2566	2354	4454	4894	4411	3687	23166	2851	3479
A0A0H2VH27	F1613_RS03895	35	94	49	38	53	56	96	37	50
A0A0H2VH28	F1613_RS10690	8703	9737	10657	5500	6417	7333	16194	13699	8840
A0A0H2VH29	F1613_RS09790	2198	1810	2691	6100	5873	5386	6792	5463	6419
A0A0H2VH30	F1613_RS06225	411	260	245	202	312	579	485	892	527
A0A0H2VH31	pmtC	2782	1538	4841	9381	14597	27697	98198	40301	58534
A0A0H2VH32	F1613_RS03920	1204	1406	1775	465	470	457	756	327	424
A0A0H2VH33	F1613_RS10720	2862	3463	2962	4187	3307	4189	1133	3860	1955
A0A0H2VH34	F1613_RS06270	9815	8588	6898	2055	2147	3606	3449	6453	3239
A0A0H2VH35	F1613_RS09840	29102	29641	43964	45835	40863	38344	22421	34108	26846
A0A0H2VH36	F1613_RS11075	7238	4202	6864	10554	9285	11309	12874	12062	15181
A0A0H2VH37	F1613_RS10755	1800	2165	2589	2527	2830	2534	1796	2752	2910
A0A0H2VH38	F1613_RS06305	10372	10875	13811	9257	8833	8304	3646	8986	4660
A0A0H2VH40	F1613_RS03960	31961	17431	25828	4584	6806	22909	23912	97659	53667
A0A0H2VH41	hld	97819	74290	110259	115817	218919	377065	892853	407788	451887
A0A0H2VH42	F1613_RS09905	2216	3261	2601	2838	2379	2071	1527	1719	1600
A0A0H2VH43	F1613_RS10800	1620	3481	2062	527	433	507	1581	624	645
A0A0H2VH45	F1613_RS03985	194	382	327	940	885	746	235	1257	419
A0A0H2VH48	F1613_RS09935	2054	2089	2687	4435	4042	3498	8132	2413	2745
A0A0H2VH49	F1613_RS10845	953	1814	1463	1936	1472	1224	640	923	725
A0A0H2VH50	F1613_RS04015	1571	1765	2074	588	713	828	567	430	851
A0A0H2VH51	F1613_RS11165	2803	2481	3240	4519	3697	3250	7260	2286	4424
A0A0H2VH52	F1613_RS06420	817	531	1001	1780	1581	1844	1396	1889	2101
A0A0H2VH53	ribD	3711	5711	2746	1332	1845	1579	8712	1424	1614
A0A0H2VH54	rarD	3771	5933	4306	1123	1520	1563	733	2179	824
A0A0H2VH55	F1613_RS10930	1262	1782	2647	1727	2635	4658	1272	5236	4810
A0A0H2VH56	F1613_RS12705	13	9	10	17	16	22	8	34	18
A0A0H2VH57	tsaE	1454	1015	1097	701	738	700	301	891	355
A0A0H2VH58	F1613_RS04065	1895	2460	1252	102	132	194	2599	109	1570
A0A0H2VH59	F1613_RS06455	9626	6937	8936	3785	4152	3035	4000	2123	1339
A0A0H2VH60	F1613_RS09995	71	236	104	33	18	36	26	34	25
A0A0H2VH62	F1613_RS04090	448	633	336	502	512	551	212	445	321
A0A0H2VH63	F1613_RS04205	1095	1063	833	578	477	559	637	632	590
A0A0H2VH65	F1613_RS04140	558	730	761	650	636	556	1075	484	844
A0A0H2VH66	F1613_RS11340	506	557	568	1032	819	874	185	1099	376
A0A0H2VH67	F1613_RS10065	1176	2123	1418	1305	1168	1040	610	1001	467
A0A0H2VH68	F1613_RS04210	6606	8815	7124	13159	12063	10267	3745	7423	9546
A0A0H2VH70	F1613_RS06510	20	11	9	7	6	12	12	4	2
A0A0H2VH72	F1613_RS04270	6310	2871	3940	5692	4267	5534	5869	5740	6650
A0A0H2VH73	thiD	8626	8641	7326	7424	6839	6573	5248	10031	9056
A0A0H2VH74	F1613_RS10990	3121	1810	3464	3334	3211	3308	3684	2236	1858
A0A0H2VH75	F1613_RS10120	81	111	95	29	34	36	134	43	27
A0A0H2VH76	F1613_RS04360	480	417	515	1580	1326	1501	533	856	932
A0A0H2VH78	F1613_RS10145	9	16	9	12	6	4	3	3	8
A0A0H2VH79	F1613_RS04400	301	310	421	730	543	479	147	394	186
A0A0H2VH81	F1613_RS11595	3258	3171	2835	4551	6357	4143	5778	4950	5547
A0A0H2VH82	topB	165	192	191	86	93	100	169	70	131
A0A0H2VH83	F1613_RS04425	764	592	849	2570	3942	2203	5108	2167	1666
A0A0H2VH84	F1613_RS06570	696	517	378	446	401	510	414	301	165
A0A0H2VH85	F1613_RS10195	109	125	180	105	125	116	117	79	120
A0A0H2VH86	rihC	943	554	841	2267	2120	1756	1246	1987	1368
A0A0H2VH87	F1613_RS04455	3954	4988	4767	7544	6740	5606	1158	5562	1971
A0A0H2VH88	F1613_RS10220	50	40	43	23	19	19	23	10	14
A0A0H2VH89	F1613_RS06695	3428	5969	5139	3963	3421	2206	2461	1498	2354
A0A0H2VH90	F1613_RS04490	5632	5265	3213	2520	2179	1815	1497	1215	1407
A0A0H2VH91	F1613_RS10245	129	126	178	95	73	117	56	37	54
A0A0H2VH92	F1613_RS04545	246	309	343	271	197	216	155	124	102
A0A0H2VH93	F1613_RS06720	9725	10870	10805	8937	7478	9006	9245	8007	10508
A0A0H2VH94	F1613_RS10270	100	61	47	278	339	511	106	252	83
A0A0H2VH95	F1613_RS04580	1316	2055	1629	1605	1687	1406	440	1346	768
A0A0H2VH96	F1613_RS06750	55932	46648	54677	1224	1957	3409	8423	4832	5082
A0A0H2VH97	F1613_RS10295	80	75	72	121	82	76	1221	41	108
A0A0H2VH98	F1613_RS06815	1146	2212	2342	944	580	900	564	633	426
A0A0H2VH99	F1613_RS10375	4812	3812	5375	3735	3732	4026	5432	5547	4057
A0A0H2VHA0	F1613_RS04620	3950	7831	3318	796	554	1278	845	1538	2238
A0A0H2VHA1	F1613_RS06850	5725	5541	5025	4972	4659	3643	7695	6477	6773
A0A0H2VHA2	F1613_RS10400	1009	546	684	1849	2732	1938	1178	1933	1019
A0A0H2VHA3	F1613_RS04645	3842	3976	3474	3248	2987	2997	4962	4864	4787
A0A0H2VHA4	F1613_RS06885	7169	7669	8331	13795	16250	11703	8373	14020	5812
A0A0H2VHA5	F1613_RS10440	390	544	712	6260	3735	2907	1854	1033	1381
A0A0H2VHA7	deoD	6695	5637	6591	10413	9271	14128	7301	27570	23318
A0A0H2VHA8	F1613_RS10470	977	686	732	971	1555	964	1479	1642	1481
A0A0H2VHA9	F1613_RS06920	5152	7042	6858	4697	3797	4559	1767	4709	3407
A0A0H2VHB0	F1613_RS11015	176	161	227	169	190	115	556	100	311
A0A0H2VHB1	F1613_RS04710	1986	2725	2125	6389	4706	4168	1735	3113	4767
A0A0H2VHB2	F1613_RS11670	362	315	435	1188	1147	850	655	869	1066
A0A0H2VHB3	F1613_RS06965	2030	3176	2553	633	665	680	1275	524	882
A0A0H2VHB5	czrB	103	170	123	84	101	84	76	41	60
A0A0H2VHB6	F1613_RS04735	3323	3048	2461	4973	5009	4052	11617	5768	4050
A0A0H2VHB7	polX	4174	4235	4735	4573	4434	4118	8237	4049	5818
A0A0H2VHB8	F1613_RS10675	8464	7374	5835	3971	2893	4472	2289	6689	3623
A0A0H2VHB9	F1613_RS07060	23417	5314	48462	108893	147048	272126	980931	408147	392987
A0A0H2VHC0	F1613_RS10710	4581	7849	4440	3105	2567	3758	2451	6285	3651
A0A0H2VHC2	cdaA	6942	6841	7105	6694	6057	5122	7053	4718	3411
A0A0H2VHC3	F1613_RS11040	14	35	21	6	9	22	22	3	4
A0A0H2VHC4	F1613_RS10745	295	270	273	724	663	391	223	324	223
A0A0H2VHC5	ftsL	3419	3304	3684	6808	6223	4244	1631	4271	901
A0A0H2VHC6	F1613_RS11065	1015	388	2107	5465	7517	15368	30378	20069	14976
A0A0H2VHC7	F1613_RS11800	1850	3266	2484	3386	3505	3146	900	4264	2160
A0A0H2VHC8	F1613_RS04820	1291	409	891	1150	1309	1763	8421	5274	1925
A0A0H2VHC9	F1613_RS10780	2902	3012	2927	7381	8375	6053	3813	3716	4151
A0A0H2VHD1	F1613_RS11840	1401	1889	1628	11706	2981	8287	2427	2228	6274
A0A0H2VHD2	F1613_RS10825	5118	5435	4201	8241	7626	7684	2403	10697	4487
A0A0H2VHD3	F1613_RS04845	2200	2970	2444	1644	1836	1526	3230	2503	2166
A0A0H2VHD4	F1613_RS11135	10805	13772	10803	4298	3843	3399	4961	3786	6570
A0A0H2VHD5	F1613_RS07155	5790	4703	4710	5606	6137	5500	8717	6767	10785
A0A0H2VHD7	F1613_RS10910	151	232	146	225	151	216	490	368	893
A0A0H2VHD8	F1613_RS11155	543	474	701	628	568	587	1315	361	629
A0A0H2VHE0	F1613_RS07190	4837	6598	6997	10599	10163	8596	7994	5702	7737
A0A0H2VHE1	F1613_RS10945	5838	5104	7684	9340	8034	6508	6348	4448	4753
A0A0H2VHE2	rimI	1180	1162	1508	1271	1054	1075	299	1033	699
A0A0H2VHE3	F1613_RS11895	1693	1449	1250	890	921	859	860	792	669
A0A0H2VHE4	F1613_RS07245	6160	4909	5350	4666	4122	5009	5770	5906	6241
A0A0H2VHE5	F1613_RS04905	5535	6439	5560	7543	4351	3353	8744	2766	2470
A0A0H2VHE6	leuD	282	212	253	36	52	75	74	104	69
A0A0H2VHE7	blaZ	23216	90739	38843	2618	2452	2788	3436	3421	1689
A0A0H2VHE8	F1613_RS12140	9748	12930	8871	6828	9474	8271	9915	11421	5748
A0A0H2VHE9	F1613_RS07295	3420	2598	3784	6176	4973	4889	6985	3978	4485
A0A0H2VHF0	F1613_RS11005	2233	779	1415	1375	1355	1281	1985	882	831
A0A0H2VHF1	sigB	7213	5340	6205	5593	14036	7146	12060	9941	14442
A0A0H2VHF2	graX	3408	3636	3309	4149	4443	3691	1160	4820	2069
A0A0H2VHF3	F1613_RS12170	540	592	623	493	551	476	280	750	430
A0A0H2VHF4	fabD	10716	11936	14016	14688	13961	15256	10851	11784	21477
A0A0H2VHF5	F1613_RS11030	980	918	1508	2088	2028	1744	7515	1241	1583
A0A0H2VHF6	F1613_RS07415	670	953	1027	854	971	777	270	733	307
A0A0H2VHF7	F1613_RS04965	7488	3509	10589	30038	35725	17295	13104	21948	33893
A0A0H2VHF8	F1613_RS11360	12469	10987	18341	24315	21586	27080	15297	33196	22667
A0A0H2VHF9	moaD	3326	2621	2797	1772	1612	1952	3235	2360	2738
A0A0H2VHG0	pmtB	1265	698	2358	5737	8015	15972	45341	23268	25384
A0A0H2VHG1	rseP	12479	12821	13090	12315	9598	10074	12006	7118	9931
A0A0H2VHG2	F1613_RS05000	104796	75798	79187	21556	31534	101297	52503	297810	123478
A0A0H2VHG3	csoR	2970	3014	2610	3908	3677	3092	6656	3199	3535
A0A0H2VHG4	modA	5729	4035	4661	3019	3481	5892	8601	9106	8137
A0A0H2VHG5	F1613_RS11080	57098	51891	61305	3133	4507	3767	1762	1200	2111
A0A0H2VHG6	F1613_RS07560	5215	6621	7006	11068	8454	5737	3887	3586	5664
A0A0H2VHG7	F1613_RS05025	4263	4743	3623	3006	3572	3235	6090	3764	4753
A0A0H2VHG8	wecB	29962	31326	24719	31100	32484	28987	33934	40731	36279
A0A0H2VHG9	F1613_RS12280	883	1110	889	638	574	966	362	1254	848
A0A0H2VHH0	F1613_RS00560	670	780	715	424	366	443	491	573	526
A0A0H2VHH1	F1613_RS11120	13112	8415	17878	18741	20815	17520	81314	27744	29630
A0A0H2VHH2	F1613_RS07605	4961	6500	5210	11659	9185	6910	2352	6944	3089
A0A0H2VHH3	F1613_RS05050	2038	1339	1049	1054	3296	2050	873	2945	3691
A0A0H2VHH4	F1613_RS12340	1043	989	1001	1659	906	1063	1748	1407	1099
A0A0H2VHH5	F1613_RS07640	1656	1608	2722	3826	3358	2997	1729	2959	1656
A0A0H2VHH6	F1613_RS11615	2541	1855	1851	1550	1373	2364	936	1928	2118
A0A0H2VHH8	mgrA	9323	8433	12085	17405	17686	23034	15931	34016	17464
A0A0H2VHH9	F1613_RS00015	2141	2489	2306	8694	8704	6719	8034	6949	11084
A0A0H2VHI0	F1613_RS07670	1863	1455	2659	2792	2569	2537	3790	1720	3122
A0A0H2VHI1	F1613_RS11180	1738	1808	2498	4224	3800	3164	2041	2737	2650
A0A0H2VHI2	F1613_RS11660	1856	1420	1567	4550	3311	3643	1537	2456	2243
A0A0H2VHI3	F1613_RS05115	654	754	641	446	449	449	503	394	331
A0A0H2VHI4	F1613_RS00045	5538	4369	6335	8835	8575	7735	6272	15379	6298
A0A0H2VHI5	F1613_RS11685	5208	3643	4381	903	4749	1813	4221	2019	5073
A0A0H2VHI6	hfq	3180	2621	3339	2581	2783	3345	2926	4271	2212
A0A0H2VHI7	ilvB	1295	1149	1440	169	216	491	586	446	850
A0A0H2VHI8	ybaK	1342	900	927	2830	3287	2359	1973	2276	1829
A0A0H2VHI9	F1613_RS00075	976	1501	871	2507	2743	2227	354	2392	869
A0A0H2VHJ0	F1613_RS07755	350	273	496	545	830	382	268	410	354
A0A0H2VHJ1	F1613_RS11710	6557	4780	6165	6278	6554	6433	6509	10586	6684
A0A0H2VHJ3	F1613_RS00110	2080	1904	1690	2248	2653	2490	1229	4520	1946
A0A0H2VHJ4	F1613_RS07780	1954	1647	1496	759	799	1249	900	1461	969
A0A0H2VHJ5	nagA	2117	2647	2026	1359	1502	1482	1586	2158	1627
A0A0H2VHJ6	F1613_RS11785	18319	24368	21906	7512	9954	6813	21672	8795	5516
A0A0H2VHJ7	F1613_RS11345	2189	2311	2638	3712	3467	3515	1451	3906	2710
A0A0H2VHJ9	F1613_RS00140	9003	16434	10171	4335	3885	3313	5050	3733	2936
A0A0H2VHK0	F1613_RS11375	197	245	165	303	283	285	974	342	625
A0A0H2VHK1	F1613_RS05200	48767	17393	26163	3956	6028	5515	761	989	1617
A0A0H2VHK2	F1613_RS11830	771	1130	1144	2842	1161	2239	1416	675	1123
A0A0H2VHK4	F1613_RS00165	344	263	221	262	789	445	159	533	174
A0A0H2VHK5	F1613_RS11435	400	344	417	494	459	567	377	687	502
A0A0H2VHK6	F1613_RS11855	368	345	246	837	679	563	198	282	257
A0A0H2VHK7	queE	1755	1533	3258	679	906	3086	13961	2999	5266
A0A0H2VHK9	thrC	1500	1250	1177	519	455	1827	1199	2189	1904
A0A0H2VHL0	prmC	2647	5008	4842	8709	8242	5379	2218	4824	2667
A0A0H2VHL1	F1613_RS11885	8048	5536	7764	3332	7881	5590	12077	8289	11677
A0A0H2VHL2	F1613_RS12575	874	1270	1026	1677	1643	1596	1399	1893	788
A0A0H2VHL3	F1613_RS05255	500	389	449	547	528	603	524	584	595
A0A0H2VHL4	F1613_RS07900	4456	7168	7130	7549	4098	4967	21022	3291	5706
A0A0H2VHL5	F1613_RS11605	7198	7092	7819	8923	7749	8220	7541	6807	8003
A0A0H2VHL6	F1613_RS12120	25092	28895	17985	6163	7353	7253	18706	14277	21706
A0A0H2VHL7	F1613_RS07955	21039	23365	30579	40651	42579	26538	69049	27029	27577
A0A0H2VHL8	F1613_RS00260	56	79	47	53	64	60	56	40	35
A0A0H2VHL9	F1613_RS11650	5596	8443	4236	3876	5150	4449	33744	5134	9135
A0A0H2VHM0	F1613_RS11675	1621	1216	1816	4739	4738	3656	1598	3037	3006
A0A0H2VHM1	mspA	391	492	274	501	440	351	483	416	592
A0A0H2VHM2	F1613_RS00290	1602	1487	1299	3487	2774	3239	1351	5005	2688
A0A0H2VHM3	F1613_RS08015	2272	2373	3187	5868	5522	4951	1292	4298	1801
A0A0H2VHM4	F1613_RS11700	6026	4712	4726	4897	4371	3924	5159	3069	3262
A0A0H2VHM5	F1613_RS12185	57	67	46	5	9	6	35	2	14
A0A0H2VHM6	F1613_RS00315	979	862	800	566	672	743	457	940	248
A0A0H2VHM8	F1613_RS12245	1537	1437	1561	961	822	1425	1199	2099	1329
A0A0H2VHM9	F1613_RS00370	24402	23753	33195	43176	45853	41735	30106	28971	31468
A0A0H2VHN0	F1613_RS00400	2521	3264	2967	4260	4304	4478	1297	4914	3966
A0A0H2VHN1	F1613_RS12270	1025	1537	1421	2634	2838	1576	672	1883	1269
A0A0H2VHN2	yut	1086	3080	1608	525	551	738	392	533	648
A0A0H2VHN3	F1613_RS12590	1103	1210	1144	1449	1354	1507	890	862	556
A0A0H2VHN4	F1613_RS05275	1212	877	852	487	351	368	698	421	390
A0A0H2VHN5	rsp	2206	1671	2081	18239	7607	7860	4893	1736	6199
A0A0H2VHN6	F1613_RS05300	2947	1453	1458	1755	3047	2752	926	3506	2348
A0A0H2VHN7	F1613_RS05345	2175	2214	2515	3991	4088	4777	3910	6643	4503
A0A0H2VHN8	F1613_RS00475	2708	5102	2472	962	1006	2134	523	2672	1083
A0A0H2VHN9	F1613_RS05380	2329	2997	2696	13826	12191	14541	2787	5150	5551
A0A0H2VHP0	nhaC	8338	9139	8807	5888	13807	7605	6224	7283	6162
A0A0H2VHP1	F1613_RS00520	7163	3327	41628	9236	42679	73076	108266	124165	148893
A0A0H2VHP3	ytxJ	2621	2225	2580	1913	2681	1901	1882	1339	1492
A0A0H2VHP4	F1613_RS08115	910	1222	1206	767	701	752	461	578	894
A0A0H2VHP5	F1613_RS00030	192	120	230	424	393	196	1145	191	232
A0A0H2VHP7	F1613_RS05445	3336	2883	2735	3715	3094	3670	4514	4040	3435
A0A0H2VHP8	pstC	48	45	101	35	76	116	2066	101	170
A0A0H2VHP9	F1613_RS00065	2163	985	845	601	450	438	364	361	371
A0A0H2VHQ0	F1613_RS00570	1305	1617	1819	3083	3319	4096	1160	3292	3397
A0A0H2VHQ1	F1613_RS05485	3849	3984	3749	2761	3439	2879	4370	3303	3500
A0A0H2VHQ2	F1613_RS00100	14852	11110	13921	8473	12920	15077	9298	12662	16248
A0A0H2VHQ3	lysA	9482	11009	12847	4454	4721	8960	6196	10387	9352
A0A0H2VHQ5	F1613_RS00130	1676	3603	1915	1806	1710	1956	786	2210	1113
A0A0H2VHQ6	yvcK	5046	5214	5466	4148	4329	4652	2137	5902	3532
A0A0H2VHQ7	F1613_RS08220	33	60	33	16	2	9	5	4	11
A0A0H2VHQ8	F1613_RS00625	2044	2771	2650	6897	5319	4782	21331	5118	5435
A0A0H2VHQ9	F1613_RS05610	2553	1694	1964	2680	3385	2523	3583	3788	2669
A0A0H2VHR0	F1613_RS00155	7790	7081	4282	11057	10410	9580	1960	22496	4335
A0A0H2VHR1	F1613_RS08270	9207	8278	8392	9178	9888	8201	8878	12872	6316
A0A0H2VHR2	F1613_RS05655	95	94	128	541	534	448	339	315	344
A0A0H2VHR3	F1613_RS00650	6302	4390	6902	7496	7244	4930	8749	4106	3319
A0A0H2VHR4	F1613_RS00180	1315	1212	1493	406	540	540	951	821	693
A0A0H2VHR5	F1613_RS08320	148	167	267	174	158	138	78	106	115
A0A0H2VHR6	F1613_RS05685	382	439	475	464	464	509	612	610	998
A0A0H2VHR8	F1613_RS05715	632	677	650	302	266	261	655	432	655
A0A0H2VHR9	F1613_RS08345	1474	1943	2266	2716	3295	2868	2756	3527	2225
A0A0H2VHS1	F1613_RS00720	4754	2407	2076	2280	9365	5932	1404	10691	5398
A0A0H2VHS2	F1613_RS05740	646	501	301	551	632	393	1173	861	738
A0A0H2VHS3	F1613_RS11810	1589	2283	1083	2475	2225	2241	988	2207	916
A0A0H2VHS4	F1613_RS00255	93	128	82	48	70	68	179	47	76
A0A0H2VHS6	F1613_RS08405	1766	1718	1710	1799	1885	1506	1596	1902	1723
A0A0H2VHS8	F1613_RS00745	9342	8242	9441	60631	59238	42263	83757	22005	76080
A0A0H2VHS9	F1613_RS11845	505	543	453	1164	872	963	147	551	381
A0A0H2VHT0	F1613_RS00280	904	955	922	1698	1604	1522	930	1228	1808
A0A0H2VHT1	F1613_RS05840	290	285	195	756	781	467	351	477	412
A0A0H2VHT2	F1613_RS08435	2056	2551	2308	1847	1550	1606	10327	1073	1823
A0A0H2VHT3	F1613_RS00770	202	333	283	534	622	747	61	290	92
A0A0H2VHT4	F1613_RS11870	14108	4693	3457	4341	20830	8406	9533	8776	20592
A0A0H2VHT6	F1613_RS08460	1893	2302	2846	3847	3365	2325	1464	1407	1767
A0A0H2VHT7	F1613_RS00795	2428	2478	1660	963	899	1214	1085	2844	2836
A0A0H2VHT8	F1613_RS00305	4377	3580	5998	29671	28394	17085	62906	9769	11471
A0A0H2VHT9	F1613_RS11960	1406	1350	2374	4263	4239	3027	1222	1128	1533
A0A0H2VHU0	F1613_RS05905	4782	3129	4290	3037	3448	3730	2709	4612	4099
A0A0H2VHU1	F1613_RS08505	2555	1948	2322	3886	2826	2844	1550	2445	2610
A0A0H2VHU2	F1613_RS00830	41279	47013	42611	12261	25103	51448	89671	94277	75267
A0A0H2VHU3	F1613_RS12145	3166	4305	2940	1256	1438	1380	1373	1904	1073
A0A0H2VHU4	F1613_RS05940	203	137	336	6589	4690	3022	26654	828	1871
A0A0H2VHU6	F1613_RS05975	2850	3511	2385	2936	3124	2029	4934	3396	3333
A0A0H2VHU7	F1613_RS00335	827	912	1017	481	452	572	562	494	281
A0A0H2VHU8	F1613_RS12175	952	1480	811	252	299	191	1021	99	377
A0A0H2VHU9	gntK	2629	2506	2092	246	317	390	643	311	514
A0A0H2VHV0	F1613_RS08595	35473	41832	45020	36513	42884	33758	65996	71230	129387
A0A0H2VHV1	F1613_RS06010	1382	1303	2141	4319	2904	6947	2208	8049	5688
A0A0H2VHV2	F1613_RS00390	308	441	396	306	320	259	190	253	150
A0A0H2VHV3	mobB	5017	4273	4469	2231	2028	2606	3743	3087	3574
A0A0H2VHV4	F1613_RS00890	777	1469	1097	968	852	945	313	629	601
A0A0H2VHV5	F1613_RS06075	58041	57961	31117	5560	5137	6158	4909	9174	9062
A0A0H2VHV6	F1613_RS08635	1956	3217	2304	1719	1247	1734	475	2391	850
A0A0H2VHV8	F1613_RS00915	886	945	522	361	358	438	218	686	806
A0A0H2VHV9	F1613_RS12740	1188	1278	1074	1323	1268	1265	999	919	590
A0A0H2VHW0	F1613_RS06115	1748	2174	1716	3196	3528	2543	3034	2459	2329
A0A0H2VHW1	F1613_RS08660	13195	14321	18975	12448	12690	10462	9678	11778	7685
A0A0H2VHW2	F1613_RS12285	1566	2520	1721	1284	1338	1473	617	1278	1049
A0A0H2VHW3	F1613_RS00440	29701	25929	14877	15852	11668	6194	4519	4148	3917
A0A0H2VHW4	F1613_RS03145	76	262	88	28	29	16	41	7	17
A0A0H2VHW5	thiF	1036	1660	1016	369	353	359	514	311	408
A0A0H2VHW6	F1613_RS08700	825	938	1105	1828	2186	1664	963	1855	1367
A0A0H2VHW7	F1613_RS12345	478	433	927	2413	789	1202	944	874	730
A0A0H2VHW9	F1613_RS08735	3975	4821	5010	13585	14537	7355	2326	5384	2177
A0A0H2VHX0	F1613_RS06215	466	249	189	200	258	473	217	619	439
A0A0H2VHX1	F1613_RS00020	1088	569	4193	2951	4799	2440	29653	1105	3666
A0A0H2VHX2	F1613_RS00465	3554	5273	4231	9407	11086	7168	38451	3813	6170
A0A0H2VHX3	F1613_RS08775	11429	12336	15766	11196	7669	9763	10074	6437	10503
A0A0H2VHX4	F1613_RS06255	517	377	426	206	202	197	629	184	302
A0A0H2VHX5	F1613_RS00050	549	526	624	943	967	862	863	2037	1032
A0A0H2VHX6	narJ	1624	753	5520	406	2923	9493	16966	16966	22915
A0A0H2VHX7	F1613_RS08820	6971	6779	7164	6903	5976	6868	6942	6782	10304
A0A0H2VHX8	F1613_RS06295	755	844	859	1205	953	834	420	1223	1005
A0A0H2VHX9	F1613_RS00080	74	175	82	14	21	21	3	19	50
A0A0H2VHY0	nirB	3861	2934	17836	3628	22533	41628	47972	73370	80455
A0A0H2VHY1	F1613_RS08870	132	167	139	37	72	172	165	219	138
A0A0H2VHY2	F1613_RS06325	21	43	30	16	15	14	45	6	5
A0A0H2VHY3	F1613_RS00115	242	256	212	310	310	371	180	730	238
A0A0H2VHY4	F1613_RS12680	380	376	554	453	404	397	865	280	230
A0A0H2VHY7	F1613_RS08905	25	70	28	48	38	53	13	48	33
A0A0H2VHY8	F1613_RS06390	5203	4818	5275	15078	13907	11494	8548	10698	10111
A0A0H2VHY9	F1613_RS00585	2198	1640	1701	2026	2527	2270	2489	3922	2144
A0A0H2VHZ0	F1613_RS00170	953	585	585	288	1049	681	587	811	805
A0A0H2VHZ1	comGA	138	150	123	121	147	141	117	183	145
A0A0H2VHZ2	F1613_RS06445	2603	3047	3202	5052	5485	4146	2754	8192	1749
A0A0H2VHZ3	aldA	2174	2856	1267	991	2952	1979	10753	3751	5364
A0A0H2VHZ4	F1613_RS00610	6332	3579	3648	10844	6805	12952	10861	7131	10727
A0A0H2VHZ5	F1613_RS00210	572	457	425	1666	1459	1392	342	1251	730
A0A0H2VHZ6	F1613_RS08955	8739	10478	8702	9547	9734	9638	4908	14092	5586
A0A0H2VHZ8	F1613_RS01020	251	316	337	232	185	358	139	502	144
A0A0H2VHZ9	F1613_RS00640	3850	3615	3847	2138	2138	2797	2764	2862	3004
A0A0H2VI00	F1613_RS06505	2239	2148	1215	767	786	950	807	1028	589
A0A0H2VI02	F1613_RS08995	3079	2151	3566	7311	6579	5202	19646	7525	8294
A0A0H2VI03	F1613_RS06525	3111	2708	2465	4027	4360	3292	3842	5400	2788
A0A0H2VI04	sdaAB	32336	13262	12905	6949	12224	15621	22326	22945	25468
A0A0H2VI05	F1613_RS00665	7144	8570	9546	2964	2585	2898	2653	4368	2539
A0A0H2VI06	F1613_RS01095	1449	1868	2148	2415	1421	2242	716	2437	2498
A0A0H2VI07	F1613_RS09060	3134	2157	2786	2851	2335	3205	2898	3803	4124
A0A0H2VI08	gltS	3723	7097	4490	5778	6271	3716	2281	6090	2056
A0A0H2VI09	F1613_RS06560	2853	2648	2871	2404	3019	2611	1775	2477	1743
A0A0H2VI10	F1613_RS00690	7066	7366	9317	12447	9024	6603	11296	4604	4651
A0A0H2VI11	F1613_RS00295	824	986	732	3108	2913	1734	523	1107	701
A0A0H2VI12	F1613_RS06590	9105	6784	9766	10053	8386	6054	10098	5099	5499
A0A0H2VI13	F1613_RS09100	5315	4060	4921	2795	3008	2447	2524	1543	1920
A0A0H2VI14	F1613_RS01115	66	82	83	42	36	38	203	45	64
A0A0H2VI15	purS	485	290	627	1322	210	609	440	602	525
A0A0H2VI16	F1613_RS00735	46717	77638	45377	27808	49220	55823	53711	49211	93270
A0A0H2VI17	F1613_RS00320	5358	5158	8316	8012	8213	5500	5996	4770	4297
A0A0H2VI18	F1613_RS09160	160	123	143	589	587	426	460	177	179
A0A0H2VI19	F1613_RS01140	664	1062	733	1636	1415	1542	395	2020	675
A0A0H2VI20	fetB	1428	1340	1504	2083	4377	2838	852	2633	1677
A0A0H2VI21	F1613_RS00375	8397	7907	8708	9355	8795	13530	3464	12654	10384
A0A0H2VI22	yqeH	2840	2785	3319	7698	7277	7766	12168	4547	11489
A0A0H2VI23	graF	1628	1307	1058	365	1140	494	1087	570	540
A0A0H2VI24	F1613_RS01170	2041	3409	2586	6485	6408	6520	68293	27653	64690
A0A0H2VI25	F1613_RS01195	2487	1948	1512	1718	1889	1934	2946	3425	2063
A0A0H2VI26	F1613_RS00785	1162	1136	663	1373	1220	1548	503	2385	691
A0A0H2VI27	F1613_RS00405	2997	2902	3270	3722	3863	4418	1891	4035	4367
A0A0H2VI28	F1613_RS09230	1054	1582	1693	1210	1434	1650	442	2231	617
A0A0H2VI29	F1613_RS06740	793	796	645	329	393	435	768	536	399
A0A0H2VI30	F1613_RS01225	223	326	183	36	50	73	114	59	126
A0A0H2VI31	lpdA	174053	135772	129268	142115	137587	178453	201861	253250	449504
